work_id,openalex_url,doi,title,publication_year,publication_date,work_type,crossref_type,language,cited_by_count,fwci,cited_by_percentile_year_min,cited_by_percentile_year_max,referenced_works_count,locations_count,is_retracted,is_paratext,is_open_access,open_access_status,open_access_url,any_repository_has_fulltext,primary_source_id,primary_source_name,primary_source_type,primary_source_issn_l,primary_source_publisher,primary_landing_page_url,primary_pdf_url,primary_license,primary_version,primary_is_oa,primary_topic_id,primary_topic_name,primary_subfield_name,primary_field_name,primary_domain_name,author_count,institution_count,country_count,country_codes,first_author_name,last_author_name,matched_query_terms,matched_query_count,retrieval_modes,frontier_ai_relevance_score
W4385027818,https://openalex.org/W4385027818,https://doi.org/10.1021/jacs.3c05819,ChatGPT Chemistry Assistant for Text Mining and the Prediction of MOF Synthesis,2023,2023-08-07,article,,en,453,42.2401,99.0,100.0,59,3,False,False,True,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC11073615/pdf/nihms-1972138.pdf,True,S111155417,Journal of the American Chemical Society,journal,0002-7863,American Chemical Society,https://doi.org/10.1021/jacs.3c05819,,,publishedVersion,False,T11948,Machine Learning in Materials Science,Materials Chemistry,Materials Science,Physical Sciences,5,3,2,SA|US,Zhiling Zheng,Omar M. Yaghi,large language model|prompt engineering,2,top_cited,2
W4386065512,https://openalex.org/W4386065512,https://doi.org/10.1109/cvpr52729.2023.00276,Reproducible Scaling Laws for Contrastive Language-Image Learning,2023,2023-06-01,article,,en,451,52.9017,94.0,100.0,119,1,False,False,False,closed,,False,,,,,,https://doi.org/10.1109/cvpr52729.2023.00276,,,publishedVersion,False,T11714,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,9,3,1,US,Mehdi Cherti,Jenia Jitsev,large language model,1,top_cited,1
W4366377796,https://openalex.org/W4366377796,https://doi.org/10.1109/access.2023.3268224,Exploring Students’ Perceptions of ChatGPT: Thematic Analysis and Follow-Up Survey,2023,2023-01-01,article,,en,450,17.0401,99.0,100.0,38,2,False,False,True,gold,https://doi.org/10.1109/access.2023.3268224,True,S2485537415,IEEE Access,journal,2169-3536,Institute of Electrical and Electronics Engineers,https://doi.org/10.1109/access.2023.3268224,,,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,1,1,1,AE,Abdulhadi Shoufan,Abdulhadi Shoufan,prompt engineering,1,top_cited,2
W4389523957,https://openalex.org/W4389523957,https://doi.org/10.18653/v1/2023.emnlp-main.85,Is ChatGPT a General-Purpose Natural Language Processing Task Solver?,2023,2023-01-01,article,,en,448,76.8676,99.0,100.0,14,1,False,False,True,gold,https://aclanthology.org/2023.emnlp-main.85.pdf,,,,,,,https://doi.org/10.18653/v1/2023.emnlp-main.85,https://aclanthology.org/2023.emnlp-main.85.pdf,cc-by,publishedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,6,2,2,SG|US,Chengwei Qin,Diyi Yang,large language model,1,top_cited,2
W4376640725,https://openalex.org/W4376640725,https://doi.org/10.1148/radiol.230582,Performance of ChatGPT on a Radiology Board-style Examination: Insights into Current Strengths and Limitations,2023,2023-05-16,article,,en,447,16.8015,99.0,100.0,12,2,False,False,False,closed,,False,S50280174,Radiology,journal,0033-8419,Radiological Society of North America,https://doi.org/10.1148/radiol.230582,,,publishedVersion,False,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,3,1,1,CA,Rajesh Bhayana,Robert Bleakney,large language model,1,top_cited,2
W4321153003,https://openalex.org/W4321153003,https://doi.org/10.5281/zenodo.7644359,A Review of ChatGPT AI's Impact on Several Business Sectors,2023,2023-02-15,review,,en,444,16.6374,90.0,100.0,0,1,False,False,True,green,https://doi.org/10.5281/zenodo.7644359,True,S4306400562,Zenodo (CERN European Organization for Nuclear Research),repository,,European Organization for Nuclear Research,https://doi.org/10.5281/zenodo.7644359,,cc-by,,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,3,1,1,GE,A.Shaji George,A.S.Gabrio Martin,large language model,1,top_cited,2
W4362466759,https://openalex.org/W4362466759,https://doi.org/10.1108/tr-02-2023-0088,"ChatGPT for tourism: applications, benefits and risks",2023,2023-03-31,article,,en,443,75.3466,99.0,100.0,27,3,False,False,True,bronze,https://www.emerald.com/insight/content/doi/10.1108/TR-02-2023-0088/full/pdf?title=chatgpt-for-tourism-applications-benefits-and-risks,False,S41803262,Tourism Review,journal,1660-5373,Emerald Publishing Limited,https://doi.org/10.1108/tr-02-2023-0088,https://www.emerald.com/insight/content/doi/10.1108/TR-02-2023-0088/full/pdf?title=chatgpt-for-tourism-applications-benefits-and-risks,,publishedVersion,True,T12128,AI in Service Interactions,Artificial Intelligence,Computer Science,Physical Sciences,2,4,2,BG|PT,Inês Carvalho,Stanislav Ivanov,large language model,1,top_cited,2
W4380353763,https://openalex.org/W4380353763,https://doi.org/10.48550/arxiv.2306.05685,Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena,2023,2023-06-09,preprint,,en,440,,,,0,2,False,False,True,green,https://arxiv.org/pdf/2306.05685,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,http://arxiv.org/abs/2306.05685,https://arxiv.org/pdf/2306.05685,,submittedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,13,0,0,,Lianmin Zheng,Ion Stoica,large language model,1,top_cited,1
W4381930847,https://openalex.org/W4381930847,https://doi.org/10.7759/cureus.40895,ChatDoctor: A Medical Chat Model Fine-Tuned on a Large Language Model Meta-AI (LLaMA) Using Medical Domain Knowledge,2023,2023-06-24,article,,en,437,16.4395,99.0,100.0,11,3,False,False,True,diamond,https://assets.cureus.com/uploads/original_article/pdf/152858/20230624-18254-1clgx5t.pdf,True,S2738950867,Cureus,journal,2168-8184,"Cureus, Inc.",https://doi.org/10.7759/cureus.40895,https://assets.cureus.com/uploads/original_article/pdf/152858/20230624-18254-1clgx5t.pdf,cc-by,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,6,4,2,CN|US,Yunxiang Li,You Zhang,large language model,1,top_cited,2
W4386076027,https://openalex.org/W4386076027,https://doi.org/10.1109/cvpr52729.2023.02156,GLIGEN: Open-Set Grounded Text-to-Image Generation,2023,2023-06-01,article,,en,435,51.2522,99.0,100.0,88,1,False,False,False,closed,,False,,,,,,https://doi.org/10.1109/cvpr52729.2023.02156,,,publishedVersion,False,T10775,Generative Adversarial Networks and Image Synthesis,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,8,3,2,GB|US,Yuheng Li,Yong Jae Lee,large language model,1,top_cited,2
W4318919287,https://openalex.org/W4318919287,https://doi.org/10.1073/pnas.2218523120,Using cognitive psychology to understand GPT-3,2023,2023-02-02,article,,en,431,105.9639,94.0,100.0,46,3,False,False,True,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC9963545/pdf/pnas.202218523.pdf,True,S125754415,Proceedings of the National Academy of Sciences,journal,0027-8424,National Academy of Sciences,https://doi.org/10.1073/pnas.2218523120,,,publishedVersion,False,T12574,Clinical Reasoning and Diagnostic Skills,Family Practice,Medicine,Health Sciences,2,1,1,DE,Marcel Binz,Eric Schulz,large language model|large language model agent,2,top_cited,1
W4379769651,https://openalex.org/W4379769651,https://doi.org/10.1038/s41586-023-06160-y,Health system-scale language models are all-purpose prediction engines,2023,2023-06-07,article,,en,427,72.594,99.0,100.0,35,4,False,False,True,hybrid,https://www.nature.com/articles/s41586-023-06160-y.pdf,True,S137773608,Nature,journal,0028-0836,Nature Portfolio,https://doi.org/10.1038/s41586-023-06160-y,https://www.nature.com/articles/s41586-023-06160-y.pdf,cc-by,publishedVersion,True,T13702,Machine Learning in Healthcare,Artificial Intelligence,Computer Science,Physical Sciences,28,6,2,CA|US,Lavender Yao Jiang,Eric K. Oermann,large language model,1,top_cited,1
W4324373918,https://openalex.org/W4324373918,https://doi.org/10.1016/j.ebiom.2023.104512,Attention is not all you need: the complicated case of ethically using large language models in healthcare and medicine,2023,2023-03-15,review,,en,426,16.0121,99.0,100.0,40,4,False,False,True,gold,https://doi.org/10.1016/j.ebiom.2023.104512,True,S2531685872,EBioMedicine,journal,2352-3964,Elsevier BV,https://doi.org/10.1016/j.ebiom.2023.104512,,,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,1,1,1,AU,Stefan Harrer,Stefan Harrer,generative artificial intelligence|large language model,2,top_cited,2
W4386076522,https://openalex.org/W4386076522,https://doi.org/10.1109/cvpr52729.2023.01855,EVA: Exploring the Limits of Masked Visual Representation Learning at Scale,2023,2023-06-01,article,,en,423,49.7205,90.0,100.0,188,1,False,False,False,closed,,False,,,,,,https://doi.org/10.1109/cvpr52729.2023.01855,,,publishedVersion,False,T11714,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,9,4,1,CN,Yuxin Fang,Yue Cao,foundation model,1,top_cited,1
W4378189609,https://openalex.org/W4378189609,https://doi.org/10.1111/nyas.15007,Holistic Evaluation of Language Models,2023,2023-05-25,article,,en,422,71.3242,96.0,100.0,77,2,False,False,True,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/nyas.15007,False,S8802318,Annals of the New York Academy of Sciences,journal,0077-8923,Wiley,https://doi.org/10.1111/nyas.15007,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/nyas.15007,,publishedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,3,2,1,US,Rishi Bommasani,Tong Lee,foundation model,1,top_cited,1
W4366498198,https://openalex.org/W4366498198,https://doi.org/10.1016/j.tbench.2023.100105,ChatGPT for healthcare services: An emerging stage for an innovative perspective,2023,2023-02-01,article,,en,420,15.6739,96.0,100.0,92,2,False,False,True,diamond,https://doi.org/10.1016/j.tbench.2023.100105,True,S4210222429,BenchCouncil Transactions on Benchmarks Standards and Evaluations,journal,2772-4859,Elsevier BV,https://doi.org/10.1016/j.tbench.2023.100105,,cc-by-nc-nd,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,3,2,1,IN,Mohd Javaid,Ravi Pratap Singh,generative artificial intelligence|large language model,2,top_cited,2
W4375949262,https://openalex.org/W4375949262,https://doi.org/10.21203/rs.3.rs-2895792/v1,A Categorical Archive of ChatGPT Failures,2023,2023-05-09,preprint,,en,413,,,,71,1,False,False,True,green,https://www.researchsquare.com/article/rs-2895792/latest.pdf,True,S4306525896,Research Square,repository,,,https://doi.org/10.21203/rs.3.rs-2895792/v1,https://www.researchsquare.com/article/rs-2895792/latest.pdf,cc-by,acceptedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,1,0,0,,Ali Borji,Ali Borji,large language model,1,top_cited,2
W4389519587,https://openalex.org/W4389519587,https://doi.org/10.18653/v1/2023.emnlp-demo.49,Video-LLaMA: An Instruction-tuned Audio-Visual Language Model for Video Understanding,2023,2023-01-01,article,,en,411,48.3368,99.0,100.0,33,1,False,False,True,gold,https://aclanthology.org/2023.emnlp-demo.49.pdf,,,,,,,https://doi.org/10.18653/v1/2023.emnlp-demo.49,https://aclanthology.org/2023.emnlp-demo.49.pdf,cc-by,publishedVersion,True,T11714,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,3,1,1,CN,Hang Zhang,Lidong Bing,large language model,1,top_cited,3
W4380730209,https://openalex.org/W4380730209,https://doi.org/10.1001/jama.2023.8288,Accuracy of a Generative Artificial Intelligence Model in a Complex Diagnostic Challenge,2023,2023-06-15,article,,en,409,15.3356,99.0,100.0,5,3,False,False,True,green,https://www.ncbi.nlm.nih.gov/pmc/articles/10273128,True,S172573765,JAMA,journal,0098-7484,American Medical Association,https://doi.org/10.1001/jama.2023.8288,,,publishedVersion,False,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,3,1,1,US,Zahir Kanjee,Adam Rodman,generative artificial intelligence,1,top_cited,1
W4386347795,https://openalex.org/W4386347795,https://doi.org/10.1097/acm.0000000000005439,ChatGPT and Generative Artificial Intelligence for Medical Education: Potential Impact and Opportunity,2023,2023-08-31,article,,en,409,15.3229,99.0,100.0,25,2,False,False,True,bronze,https://www.ets.berkeley.edu/sites/default/files/general/uc_learning_data_principles_final03.05.2018.pdf,False,S19793444,Academic Medicine,journal,1040-2446,Lippincott Williams & Wilkins,https://doi.org/10.1097/acm.0000000000005439,https://www.ets.berkeley.edu/sites/default/files/general/uc_learning_data_principles_final03.05.2018.pdf,,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,4,1,1,US,Christy Boscardin,Karen E. Hauer,generative artificial intelligence,1,top_cited,3
W4376312115,https://openalex.org/W4376312115,https://doi.org/10.48550/arxiv.2305.06500,InstructBLIP: Towards General-purpose Vision-Language Models with Instruction Tuning,2023,2023-05-11,preprint,,en,401,,,,0,2,False,False,True,green,https://arxiv.org/pdf/2305.06500,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,http://arxiv.org/abs/2305.06500,https://arxiv.org/pdf/2305.06500,cc-by,submittedVersion,True,T11714,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,9,0,0,,Wenliang Dai,Steven C. H. Hoi,large language model|multimodal large language model,2,top_cited,4
W4389636360,https://openalex.org/W4389636360,https://doi.org/10.1162/coli_a_00502,Can Large Language Models Transform Computational Social Science?,2023,2023-12-12,article,,en,400,68.0551,99.0,100.0,336,2,False,False,True,diamond,https://direct.mit.edu/coli/article-pdf/doi/10.1162/coli_a_00502/2191886/coli_a_00502.pdf,True,S155526855,Computational Linguistics,journal,0891-2017,Association for Computational Linguistics,https://doi.org/10.1162/coli_a_00502,https://direct.mit.edu/coli/article-pdf/doi/10.1162/coli_a_00502/2191886/coli_a_00502.pdf,cc-by-nc-nd,publishedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,6,4,2,FR|US,Caleb Ziems,Diyi Yang,large language model,1,top_cited,2
W4323706279,https://openalex.org/W4323706279,https://doi.org/10.48550/arxiv.2303.04226,A Comprehensive Survey of AI-Generated Content (AIGC): A History of Generative AI from GAN to ChatGPT,2023,2023-03-07,preprint,,en,399,,,,0,2,False,False,True,green,https://arxiv.org/pdf/2303.04226,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,http://arxiv.org/abs/2303.04226,https://arxiv.org/pdf/2303.04226,,submittedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,7,0,0,,Yihan Cao,Lichao Sun,generative artificial intelligence|large language model|multimodal large language model,3,top_cited,4
W4388024559,https://openalex.org/W4388024559,https://doi.org/10.1016/j.cels.2023.10.002,ProGen2: Exploring the boundaries of protein language models,2023,2023-10-30,article,,en,395,58.0284,98.0,100.0,66,2,False,False,True,bronze,http://www.cell.com/article/S2405471223002727/pdf,False,S2764739556,Cell Systems,journal,2405-4712,Elsevier BV,https://doi.org/10.1016/j.cels.2023.10.002,http://www.cell.com/article/S2405471223002727/pdf,,publishedVersion,True,T12254,Machine Learning in Bioinformatics,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,5,3,1,US,Erik Nijkamp,Ali Madani,large language model,1,top_cited,1
W4386185625,https://openalex.org/W4386185625,https://doi.org/10.48550/arxiv.2308.12950,Code Llama: Open Foundation Models for Code,2023,2023-08-24,preprint,,en,393,,,,0,2,False,False,True,green,https://arxiv.org/pdf/2308.12950,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,http://arxiv.org/abs/2308.12950,https://arxiv.org/pdf/2308.12950,,submittedVersion,True,T11450,Model-Driven Software Engineering Techniques,Software,Computer Science,Physical Sciences,26,0,0,,Baptiste Rozière,Gabriel Synnaeve,foundation model|large language model,2,top_cited,1
W4385303098,https://openalex.org/W4385303098,https://doi.org/10.1021/acs.jchemed.3c00323,"Generative AI in Education and Research: Opportunities, Concerns, and Solutions",2023,2023-07-27,article,,en,390,14.638,99.0,100.0,11,1,False,False,False,closed,,False,S105208853,Journal of Chemical Education,journal,0021-9584,American Chemical Society,https://doi.org/10.1021/acs.jchemed.3c00323,,,publishedVersion,False,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,2,1,1,US,Eman A. Alasadi,Carlos R. Baiz,generative artificial intelligence,1,top_cited,1
W4385620388,https://openalex.org/W4385620388,https://doi.org/10.1001/jama.2023.14217,Creation and Adoption of Large Language Models in Medicine,2023,2023-08-07,article,,en,388,14.5254,99.0,100.0,7,2,False,False,False,closed,,False,S172573765,JAMA,journal,0098-7484,American Medical Association,https://doi.org/10.1001/jama.2023.14217,,,publishedVersion,False,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,3,2,1,US,Nigam H. Shah,Michael A. Pfeffer,large language model,1,top_cited,2
W4366769280,https://openalex.org/W4366769280,https://doi.org/10.1093/jamia/ocad072,Using AI-generated suggestions from ChatGPT to optimize clinical decision support,2023,2023-04-22,article,,en,387,14.4711,89.0,100.0,39,4,False,False,True,hybrid,https://academic.oup.com/jamia/advance-article-pdf/doi/10.1093/jamia/ocad072/50067175/ocad072.pdf,True,S129839026,Journal of the American Medical Informatics Association,journal,1067-5027,Oxford University Press,https://doi.org/10.1093/jamia/ocad072,https://academic.oup.com/jamia/advance-article-pdf/doi/10.1093/jamia/ocad072/50067175/ocad072.pdf,cc-by,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,9,3,1,US,Siru Liu,Adam Wright,large language model,1,top_cited,2
W4386057769,https://openalex.org/W4386057769,https://doi.org/10.1109/cvpr52729.2023.01398,VideoMAE V2: Scaling Video Masked Autoencoders with Dual Masking,2023,2023-06-01,article,,en,384,45.1614,99.0,100.0,120,1,False,False,False,closed,,False,,,,,,https://doi.org/10.1109/cvpr52729.2023.01398,,,publishedVersion,False,T10812,Human Pose and Action Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,8,5,1,CN,Limin Wang,Yu Qiao,foundation model,1,top_cited,1
W4323350039,https://openalex.org/W4323350039,https://doi.org/10.1016/s2589-7500(23)00048-1,Using ChatGPT to write patient clinic letters,2023,2023-03-07,article,,en,383,14.3377,99.0,100.0,10,4,False,False,True,gold,http://www.thelancet.com/article/S2589750023000481/pdf,True,S4210237014,The Lancet Digital Health,journal,2589-7500,Elsevier BV,https://doi.org/10.1016/s2589-7500(23)00048-1,http://www.thelancet.com/article/S2589750023000481/pdf,cc-by,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,4,2,1,GB,Stephen R Ali,Iain S. Whitaker,foundation model|generative artificial intelligence|large language model,3,top_cited,4
W4389359039,https://openalex.org/W4389359039,https://doi.org/10.1007/s12525-023-00680-1,Generative artificial intelligence,2023,2023-12-01,article,,en,382,64.9716,94.0,100.0,144,3,False,False,True,hybrid,https://link.springer.com/content/pdf/10.1007/s12525-023-00680-1.pdf,True,S137519996,Electronic Markets,journal,1019-6781,Springer Science+Business Media,https://doi.org/10.1007/s12525-023-00680-1,https://link.springer.com/content/pdf/10.1007/s12525-023-00680-1.pdf,cc-by,publishedVersion,True,T12026,Explainable Artificial Intelligence (XAI),Artificial Intelligence,Computer Science,Physical Sciences,2,1,1,DE,Leonardo Banh,Gero Strobel,generative artificial intelligence,1,top_cited,1
W4320165837,https://openalex.org/W4320165837,https://doi.org/10.48550/arxiv.2302.04761,Toolformer: Language Models Can Teach Themselves to Use Tools,2023,2023-02-09,preprint,,en,381,,,,0,2,False,False,True,green,https://arxiv.org/pdf/2302.04761,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,http://arxiv.org/abs/2302.04761,https://arxiv.org/pdf/2302.04761,,submittedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,8,0,0,,Timo Schick,Thomas Scialom,large language model,1,top_cited,1
W4386711999,https://openalex.org/W4386711999,https://doi.org/10.1007/s11846-023-00696-z,The GenAI is out of the bottle: generative artificial intelligence from a business model innovation perspective,2023,2023-09-13,article,,en,374,14.0576,99.0,100.0,65,4,False,False,True,hybrid,https://link.springer.com/content/pdf/10.1007/s11846-023-00696-z.pdf,True,S203071086,Review of Managerial Science,journal,1863-6683,Springer Science+Business Media,https://doi.org/10.1007/s11846-023-00696-z,https://link.springer.com/content/pdf/10.1007/s11846-023-00696-z.pdf,cc-by,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,5,2,2,DE|IN,Dominik K. Kanbach,Alexander Lahmann,generative artificial intelligence,1,top_cited,1
W4322757547,https://openalex.org/W4322757547,https://doi.org/10.1016/j.diii.2023.02.003,"Revolutionizing radiology with GPT-based models: Current applications, future possibilities and limitations of ChatGPT",2023,2023-03-18,article,,en,371,13.8582,90.0,100.0,16,2,False,False,False,closed,,False,S2764583368,Diagnostic and Interventional Imaging,journal,2211-5684,Elsevier BV,https://doi.org/10.1016/j.diii.2023.02.003,,,publishedVersion,False,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,3,5,1,FR,Augustin Lecler,Philippe Soyer,generative artificial intelligence|large language model,2,top_cited,2
W4372260310,https://openalex.org/W4372260310,https://doi.org/10.1109/icassp49357.2023.10095969,Large-Scale Contrastive Language-Audio Pretraining with Feature Fusion and Keyword-to-Caption Augmentation,2023,2023-05-05,article,,en,366,70.1068,99.0,100.0,39,2,False,False,True,green,https://hal.science/hal-04766539/document,True,,,,,,https://doi.org/10.1109/icassp49357.2023.10095969,,,publishedVersion,False,T11309,Music and Audio Processing,Signal Processing,Computer Science,Physical Sciences,6,2,2,CA|US,Yusong Wu,Shlomo Dubnov,large language model|multimodal large language model,2,top_cited,1
W4385430086,https://openalex.org/W4385430086,https://doi.org/10.1038/s41562-023-01659-w,Emergent analogical reasoning in large language models,2023,2023-07-31,article,,en,366,845.4039,99.0,100.0,57,2,False,False,False,closed,,False,S2764866340,Nature Human Behaviour,journal,2397-3374,Nature Portfolio,https://doi.org/10.1038/s41562-023-01659-w,,,publishedVersion,False,T12090,Language and cultural evolution,Cultural Studies,Social Sciences,Social Sciences,3,2,1,US,Taylor W. Webb,Hongjing Lu,large language model,1,top_cited,3
W4319831789,https://openalex.org/W4319831789,https://doi.org/10.1111/jpim.12656,Augmenting human innovation teams with artificial intelligence: Exploring transformer‐based language models,2023,2023-01-10,article,,en,363,162.0092,90.0,100.0,42,4,False,False,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jpim.12656,True,S93630570,Journal of Product Innovation Management,journal,0737-6782,Wiley,https://doi.org/10.1111/jpim.12656,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jpim.12656,cc-by,publishedVersion,True,T10430,Software Engineering Techniques and Practices,Information Systems,Computer Science,Physical Sciences,3,2,2,DE|NL,Sebastian Gregor Bouschery,Frank T. Piller,large language model,1,top_cited,2
W4388488609,https://openalex.org/W4388488609,https://doi.org/10.1038/s41586-023-06647-8,Role play with large language models,2023,2023-11-08,review,,en,361,61.5174,98.0,100.0,20,3,False,False,True,bronze,https://www.nature.com/articles/s41586-023-06647-8.pdf,False,S137773608,Nature,journal,0028-0836,Nature Portfolio,https://doi.org/10.1038/s41586-023-06647-8,https://www.nature.com/articles/s41586-023-06647-8.pdf,,publishedVersion,True,T12031,Speech and dialogue systems,Artificial Intelligence,Computer Science,Physical Sciences,3,3,2,BS|GB,Murray Shanahan,Laria Reynolds,large language model,1,top_cited,2
W4364363895,https://openalex.org/W4364363895,https://doi.org/10.7759/cureus.37432,Exploring the Boundaries of Reality: Investigating the Phenomenon of Artificial Intelligence Hallucination in Scientific Writing Through ChatGPT References,2023,2023-04-11,article,,en,361,13.6088,99.0,100.0,6,3,False,False,True,diamond,https://assets.cureus.com/uploads/original_article/pdf/148687/20230411-12310-1qghs0j.pdf,True,S2738950867,Cureus,journal,2168-8184,"Cureus, Inc.",https://doi.org/10.7759/cureus.37432,https://assets.cureus.com/uploads/original_article/pdf/148687/20230411-12310-1qghs0j.pdf,cc-by,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,6,2,2,IN|UA,Sai Anirudh Athaluri,Rama Tulasi Siri Duddumpudi,generative artificial intelligence,1,top_cited,2
W4386141641,https://openalex.org/W4386141641,https://doi.org/10.3390/fi15090286,"Generative AI in Medicine and Healthcare: Promises, Opportunities and Challenges",2023,2023-08-24,article,,en,360,13.5314,99.0,100.0,37,4,False,False,True,gold,https://www.mdpi.com/1999-5903/15/9/286/pdf?version=1692864615,True,S34838331,Future Internet,journal,1999-5903,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/fi15090286,https://www.mdpi.com/1999-5903/15/9/286/pdf?version=1692864615,cc-by,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,2,2,2,PT|US,Peng Zhang,Maged N. Kamel Boulos,generative artificial intelligence,1,top_cited,1
W4387745359,https://openalex.org/W4387745359,https://doi.org/10.1016/j.ijinfomgt.2023.102716,"Generative artificial intelligence in marketing: Applications, opportunities, challenges, and research agenda",2023,2023-10-18,article,,en,358,201.2872,99.0,100.0,43,2,False,False,False,closed,,False,S189354248,International Journal of Information Management,journal,0268-4012,Elsevier BV,https://doi.org/10.1016/j.ijinfomgt.2023.102716,,,publishedVersion,False,T10609,Digital Marketing and Social Media,Sociology and Political Science,Social Sciences,Social Sciences,4,6,3,GB|IN|US,Nir Kshetri,Niki Panteli,generative artificial intelligence,1,top_cited,1
W4387144847,https://openalex.org/W4387144847,https://doi.org/10.2196/48785,"Opportunities, Challenges, and Future Directions of Generative Artificial Intelligence in Medical Education: Scoping Review",2023,2023-09-28,article,,en,356,13.3243,89.0,100.0,65,4,False,False,True,gold,https://jmir.org/api/download?alt_name=mededu_v9i1e48785_app3.pdf&filename=901c3f3577ab069158ca4f422af6b957.pdf,True,S4210212741,JMIR Medical Education,journal,2369-3762,JMIR Publications,https://doi.org/10.2196/48785,https://jmir.org/api/download?alt_name=mededu_v9i1e48785_app3.pdf&filename=901c3f3577ab069158ca4f422af6b957.pdf,cc-by,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,2,1,1,US,Carl Preiksaitis,Christian Rose,generative artificial intelligence,1,top_cited,1
W4364320763,https://openalex.org/W4364320763,https://doi.org/10.2139/ssrn.4412788,Can ChatGPT Forecast Stock Price Movements? Return Predictability and Large Language Models,2023,2023-01-01,article,,en,355,,,,62,2,False,False,True,green,https://doi.org/10.2139/ssrn.4412788,True,S4210172589,SSRN Electronic Journal,repository,1556-5068,RELX Group (Netherlands),https://doi.org/10.2139/ssrn.4412788,,,publishedVersion,True,T11326,Stock Market Forecasting Methods,Management Science and Operations Research,Decision Sciences,Social Sciences,2,1,1,US,Alejandro Lopez-Lira,Yuehua Tang,large language model,1,top_cited,4
W4384389802,https://openalex.org/W4384389802,https://doi.org/10.48550/arxiv.2307.06435,A Comprehensive Overview of Large Language Models,2023,2023-07-12,preprint,,en,354,,,,0,2,False,False,True,green,https://arxiv.org/pdf/2307.06435,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,http://arxiv.org/abs/2307.06435,https://arxiv.org/pdf/2307.06435,cc-by,submittedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,9,0,0,,Humza Naveed,Ajmal Mian,large language model,1,top_cited,2
